person,gain,tracking_mse,accuracy,rate_error,entropy,spectral_entropy,saturation_fraction,control_energy,washout_mse,weight_change,washout_weight_change,cap_events
6,1.7999999999999998,0.877891013090962,0.705,0.0007985440868369006,0.8869626431206766,0.5599922938175025,0.0025416666666666665,0.0,0.8842996452280305,0.0,0.0,0
6,1.9500000000000002,1.6883351066379557,0.571,0.0010848354127907529,0.862439570831136,0.559349687105286,0.043770833333333335,0.0,1.7209680092232786,0.0,0.0,0
6,2.1,4.247392399399699,0.525,0.0016122823912228406,0.8508220114307463,0.5575767267160655,0.11595833333333333,0.0,4.256131264809091,0.0,0.0,0
6,2.25,9.764988318526454,0.5216666666666666,0.0026409617726886455,0.8529155691004494,0.5610347067748034,0.116625,0.0,9.908128239188013,0.0,0.0,0
6,2.4,16.32144573917509,0.5216666666666666,0.004289584525986053,0.8585557329808581,0.5829067669936219,0.11885416666666666,0.0,17.200529964527238,0.0,0.0,0
7,0.9,87.21653800325853,0.47833333333333333,0.0008219534990037863,0.9842378202621774,0.5251614479475226,0.0,0.0,83.16978586688141,0.0,0.0,0
7,1.05,47.403736472635494,0.47833333333333333,0.0004963839014895271,0.9819246711654839,0.5246184240132349,0.0,0.0,44.629556406727545,0.0,0.0,0
7,1.2,21.082456166433126,0.47833333333333333,0.0003045243282495945,0.9813496919262098,0.5225835910015443,0.0,0.0,19.42253813675026,0.0,0.0,0
7,1.35,4.593129689186195,0.47833333333333333,0.0002050630487040731,0.9744177386417846,0.5189134478457701,0.0,0.0,3.9537363697709056,0.0,0.0,0
7,1.5,1.5083837553342185,0.5626666666666666,0.00021231954184046874,0.973084724820648,0.5138340895097221,0.0030416666666666665,0.0,1.78243005474784,0.0,0.0,0
7,1.65,19.117439695283483,0.5216666666666666,0.0003656621063488312,0.9733263312136288,0.5080011072497509,0.11604166666666667,0.0,20.258111692999513,0.0,0.0,0
7,1.7999999999999998,60.15725308793032,0.5216666666666666,0.0006786113100757247,0.9713768183633621,0.5020676264407917,0.11804166666666667,0.0,62.35177759978667,0.0,0.0,0
7,1.9500000000000002,116.10917058472879,0.5216666666666666,0.0011003332831464492,0.9697615132126788,0.49613466808122564,0.1191875,0.0,119.66767968929912,0.0,0.0,0
7,2.1,173.92315997470317,0.5216666666666666,0.0015576280752293166,0.9721225690307375,0.4901717218550076,0.257375,0.0,178.9883334899892,0.0,0.0,0
7,2.25,225.23201044926543,0.5216666666666666,0.0020122447754765444,0.9755716214936127,0.4855298535650493,0.8607291666666667,0.0,231.73615240475343,0.0,0.0,0
7,2.4,267.2832967775138,0.5216666666666666,0.0024668754170510255,0.9736515274966273,0.48569706876906615,0.8741875,0.0,275.0424785467038,0.0,0.0,0
