scenario,person,seed,arm,tracking_mse,accuracy,rate_error,entropy,spectral_entropy,saturation_fraction,control_energy,washout_mse,weight_change,washout_weight_change,cap_events
nominal,8,100,rate,8.51357067641816,0.579,0.002298355426283478,0.9252634933875743,0.28512730442840784,0.0002708333333333333,0.02690406346819844,0.9029652037486434,0.0,0.0,0
nominal,8,100,entropy,8.528117610922319,0.5786666666666667,0.002415319571672493,0.9140229577038081,0.297216625336494,0.0002708333333333333,0.035878678864990465,0.9054444184178897,0.0,0.0,0
nominal,8,100,combined,8.824141210211803,0.579,0.002396792882777616,0.9208066827483948,0.3072048526764636,0.0006875,0.03810538163485729,0.9079258284867373,0.0,0.0,0
nominal,9,100,sham,86.63690107975506,0.421,0.002684129392271392,0.9516751738391789,0.1639139055426772,0.06958333333333333,0.0,0.5657154987224636,0.0,0.0,0
nominal,9,100,fixed,58.34382813465825,0.6073333333333333,0.002263893223430099,0.9634420075707106,0.19780680933263933,0.434625,0.1600000000000001,0.9974844644174377,0.0,0.0,0
nominal,9,100,rate,60.71344361178994,0.42133333333333334,0.0019686467256182097,0.9484635167945997,0.22230638538662517,0.06720833333333333,0.026397891708948615,0.5657154120033413,0.0,0.0,0
nominal,9,100,entropy,51.39308900806829,0.42133333333333334,0.0016798108940914004,0.9437066223186286,0.2677505357729304,0.059479166666666666,0.06557578002685378,0.5654762086084599,0.0,0.0,0
nominal,9,100,combined,54.54307714831017,0.42133333333333334,0.0017653918539054163,0.943130831465283,0.24800091502435942,0.0591875,0.05079926736461331,0.565715441521406,0.0,0.0,0
nominal,10,100,sham,101.39317307165773,0.5776666666666667,0.006257130793549646,0.9077667766109003,0.18743538861979203,0.07658333333333334,0.0,0.774730730973706,0.0,0.0,0
nominal,10,100,fixed,60.01753822831761,0.578,0.004364167998594345,0.9454586152337555,0.1882964436733877,0.4483125,0.3599999999999999,3.271764643514859,0.0,0.0,0
nominal,10,100,rate,60.934323264652264,0.5783333333333334,0.004303742444942081,0.9207300794020491,0.22664242522836894,0.07939583333333333,0.05448730782377988,0.7835909620327716,0.0,0.0,0
nominal,10,100,entropy,58.28373655321028,0.577,0.0041523952267972074,0.9112867399596516,0.2432903025289672,0.08439583333333334,0.07552984378825914,0.793355085799969,0.0,0.0,0
nominal,10,100,combined,56.572654208523346,0.5773333333333334,0.004080200869765286,0.9103582933493148,0.25197032076157255,0.085625,0.08140593184333761,0.7877436382658078,0.0,0.0,0
nominal,11,100,sham,35.49399680127801,0.422,0.004135589729367039,0.9407692923704128,0.1540494899704544,0.0583125,0.0,0.8448111889678188,0.0,0.0,0
nominal,11,100,fixed,34.35782533371115,0.421,0.004200720923447034,0.9525403749380101,0.15304825148838577,0.058854166666666666,0.04000000000000002,0.8428894120064176,0.0,0.0,0
nominal,11,100,rate,26.464668657332062,0.422,0.0030667271347536306,0.935820267421107,0.20357932046518268,0.057604166666666665,0.04054746416448562,0.8448099513676164,0.0,0.0,0
nominal,11,100,entropy,22.255256598108982,0.422,0.0025833865619884927,0.9384737703852768,0.22816774879312907,0.056666666666666664,0.08447769372810768,0.8446510945393018,0.0,0.0,0
nominal,11,100,combined,23.259446934245812,0.4216666666666667,0.002669663897564213,0.9353654898751977,0.2232749726850526,0.05627083333333333,0.07414428653251197,0.8448102471873039,0.0,0.0,0
nominal,12,100,sham,29.690141705483743,0.421,0.0012765265536933941,0.958786956808455,0.22228014832779358,0.027208333333333334,0.0,0.698413671318504,0.0,0.0,0
nominal,12,100,fixed,29.690141705483743,0.421,0.0012765265536933941,0.958786956808455,0.22228014832779358,0.027208333333333334,0.0,0.698413671318504,0.0,0.0,0
nominal,12,100,rate,20.47512396075411,0.42133333333333334,0.0009221137899505273,0.9575474302367986,0.291456552204566,0.003895833333333333,0.012099558100975953,0.6984136841532242,0.0,0.0,0
nominal,12,100,entropy,17.586538896710913,0.469,0.0008063459556358251,0.95150141163022,0.38360820111866484,0.0060625,0.04472783608124227,0.6984140444608107,0.0,0.0,0
nominal,12,100,combined,18.042056621043404,0.42133333333333334,0.0008238804918206908,0.955315237240115,0.33608279026285665,0.005604166666666667,0.026718506124399834,0.6984136300028624,0.0,0.0,0
nominal,13,100,sham,248.31372544559144,0.5793333333333334,0.0025839940575400427,0.9679289108829027,0.19656112617718616,0.011333333333333334,0.0,0.6469152121247361,0.0,0.0,0
nominal,13,100,fixed,138.41180238997921,0.578,0.0016856740200067862,0.9781067625833015,0.21064097293132508,0.0891875,0.3599999999999999,4.37170808981065,0.0,0.0,0
nominal,13,100,rate,158.93010153967305,0.5793333333333334,0.0018140434513684708,0.9685618622852218,0.23297744832381484,0.00825,0.023775135131823114,0.6469152236628889,0.0,0.0,0
nominal,13,100,entropy,248.31372544559144,0.5793333333333334,0.0025839940575400427,0.9679289108829027,0.19656112617718616,0.011333333333333334,0.0,0.6469152121247361,0.0,0.0,0
nominal,13,100,combined,158.93010153967305,0.5793333333333334,0.0018140434513684708,0.9685618622852218,0.23297744832381484,0.00825,0.023775135131823114,0.6469152236628889,0.0,0.0,0
nominal,14,100,sham,370.271630306685,0.58,0.0016642824577079644,0.965266547932114,0.24808544339030217,0.07885416666666667,0.0,0.552357256002178,0.0,0.0,0
nominal,14,100,fixed,97.93067692650845,0.5776666666666667,0.000706977792866679,0.973701189974054,0.29679967252579786,0.4618541666666667,0.1600000000000001,1.288278549026587,0.0,0.0,0
nominal,14,100,rate,185.95074982257012,0.5796666666666667,0.0010159703264717762,0.9680672486836206,0.2965056568783812,0.09172916666666667,0.013239979275759305,0.5523572592595807,0.0,0.0,0
nominal,14,100,entropy,370.271630306685,0.58,0.0016642824577079644,0.965266547932114,0.24808544339030217,0.07885416666666667,0.0,0.552357256002178,0.0,0.0,0
nominal,14,100,combined,185.95074982257012,0.5796666666666667,0.0010159703264717762,0.9680672486836206,0.2965056568783812,0.09172916666666667,0.013239979275759305,0.5523572592595807,0.0,0.0,0
nominal,15,100,sham,141.68900270674646,0.5796666666666667,0.004183565478223489,0.9447052226818157,0.20284561332784265,0.0768125,0.0,0.6004342955684313,0.0,0.0,0
nominal,15,100,fixed,59.95664367507406,0.5776666666666667,0.002172924901898322,0.9592793693345212,0.23352618951184892,0.45039583333333333,0.3599999999999999,2.7117119532472835,0.0,0.0,0
nominal,15,100,rate,85.47576153731876,0.5793333333333334,0.002702993833670283,0.9403867337619155,0.25064864268164316,0.07666666666666666,0.03466851110205156,0.6013489811818162,0.0,0.0,0
nominal,15,100,entropy,98.90656762758631,0.5793333333333334,0.0030900243175184202,0.9341137067229381,0.2637164589033002,0.07789583333333333,0.0366962437242139,0.6004344064869612,0.0,0.0,0
