person,rep,original,surrogate
7,10,0.9858837650452685,0.8843182463692089
7,11,0.9858837650452685,0.8893933826409647
7,12,0.9858837650452685,0.8728413579521173
7,13,0.9858837650452685,0.8757173504050462
7,14,0.9858837650452685,0.887570932948643
7,15,0.9858837650452685,0.8854025683455194
7,16,0.9858837650452685,0.884549152391251
7,17,0.9858837650452685,0.8823019985589318
7,18,0.9858837650452685,0.8804957277377927
7,19,0.9858837650452685,0.8837068060298804
7,20,0.9858837650452685,0.8834259054356954
7,21,0.9858837650452685,0.8806674684065631
7,22,0.9858837650452685,0.8807265654538804
7,23,0.9858837650452685,0.8759407024035096
7,24,0.9858837650452685,0.8866571987153866
7,25,0.9858837650452685,0.8804582737108013
7,26,0.9858837650452685,0.8780926635287188
7,27,0.9858837650452685,0.8813292221598291
7,28,0.9858837650452685,0.8767864912146631
7,29,0.9858837650452685,0.893778245319677
7,30,0.9858837650452685,0.880941547607804
7,31,0.9858837650452685,0.8873078638235974
7,32,0.9858837650452685,0.8862141481937882
7,33,0.9858837650452685,0.8872229178052582
7,34,0.9858837650452685,0.8818861959181651
7,35,0.9858837650452685,0.8818470825956473
7,36,0.9858837650452685,0.8850201740950832
7,37,0.9858837650452685,0.8852244940780745
7,38,0.9858837650452685,0.8838837317875804
7,39,0.9858837650452685,0.8821318601780527
